label,filepath
Abuse,Data/Trimmed-Videos/Abuse/Abuse048_x264_0_23.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse012_x264_0_4.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_422.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery083_x264_0_5.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary045_x264_0_121.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_1241.mp4
Arson,Data/Trimmed-Videos/Arson/Arson007_x264_0_51.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents147_x264_0_33.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting039_x264_1_13.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting024_x264_0_37.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse050_x264_0_4.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion041_x264_0_27.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary_5_2_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting050_x264_1_58.mp4
Assault,Data/Trimmed-Videos/Assault/Assault044_x264_0_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting_7_2_0.mp4
Arson,Data/Trimmed-Videos/Arson/Arson019_x264_0_1.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary083_x264_0_45.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_134.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_561.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary027_x264_0_13.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary012_x264_0_3.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents100_x264_0_2.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting004_x264_0_54.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery141_x264_0_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents030_x264_0_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_709.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault040_x264_0_1.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery130_x264_0_21.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery020_x264_0_19.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary045_x264_0_26.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_173.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting008_x264_0_5.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault027_x264_2_0.mp4
Arson,Data/Trimmed-Videos/Arson/Arson022_x264_2_9.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting036_x264_0_37.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary032_x264_0_82.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary023_x264_0_133.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse012_x264_1_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault027_x264_0_6.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_12.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting041_x264_0_97.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting026_x264_0_34.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery005_x264_1_18.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_313.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_1119.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_200.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse042_x264_1_109.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting_6_1_14.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse042_x264_1_80.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting041_x264_0_2.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery037_x264_0_72.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery018_x264_0_28.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery014_x264_0_18.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault015_x264_0_4.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery059_x264_0_80.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_857.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents039_x264_0_3.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery013_x264_0_37.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse016_x264_0_4.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary075_x264_0_46.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents097_x264_1_22.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery103_x264_0_9.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion037_x264_0_10.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary045_x264_0_80.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse042_x264_0_1.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery096_x264_0_19.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents147_x264_0_3.mp4
Assault,Data/Trimmed-Videos/Assault/Assault003_x264_0_24.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_1126.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting033_x264_0_5.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion022_x264_0_20.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse020_x264_0_0.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse016_x264_0_7.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery114_x264_0_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting031_x264_1_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_1385.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting007_x264_0_17.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting034_x264_0_39.mp4
Assault,Data/Trimmed-Videos/Assault/Assault026_x264_0_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson045_x264_3_0.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary039_x264_0_52.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_53.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_448.mp4
Arson,Data/Trimmed-Videos/Arson/Arson003_x264_2_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary039_x264_0_45.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_364.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion026_x264_0_25.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting050_x264_0_117.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents140_x264_1_10.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_1492.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse045_x264_0_27.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents116_x264_1_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson042_x264_0_9.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary015_x264_0_0.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents074_x264_0_0.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery111_x264_0_61.mp4
Arson,Data/Trimmed-Videos/Arson/Arson017_x264_0_6.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery124_x264_0_72.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting008_x264_1_88.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse017_x264_1_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse036_x264_1_53.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse042_x264_1_85.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents149_x264_1_5.mp4
Arson,Data/Trimmed-Videos/Arson/Arson036_x264_0_9.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting048_x264_0_23.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery098_x264_0_5.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_190.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_162.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery009_x264_0_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary025_x264_0_58.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery050_x264_0_14.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting006_x264_0_104.mp4
Arson,Data/Trimmed-Videos/Arson/Arson019_x264_0_61.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery076_x264_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents018_x264_1_10.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents121_x264_0_1.mp4
Arson,Data/Trimmed-Videos/Arson/Arson025_x264_0_5.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary076_x264_0_49.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery127_x264_0_12.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents094_x264_1_2.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary041_x264_0_17.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery051_x264_0_14.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary049_x264_0_14.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion017_x264_0_8.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery130_x264_0_19.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting029_x264_0_25.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse048_x264_0_4.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting030_x264_0_3.mp4
Arson,Data/Trimmed-Videos/Arson/Arson040_x264_1_5.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary075_x264_0_109.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary075_x264_0_123.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary088_x264_0_41.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery057_x264_0_2.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery017_x264_1_14.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery034_x264_0_67.mp4
Assault,Data/Trimmed-Videos/Assault/Assault015_x264_1_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_1334.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting032_x264_1_67.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery041_x264_0_13.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion014_x264_0_8.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting_5_2_2.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault037_x264_1_5.mp4
Arson,Data/Trimmed-Videos/Arson/Arson019_x264_0_80.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary011_x264_0_15.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery004_x264_0_12.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary002_x264_0_22.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_687.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary032_x264_0_31.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary_3_0_15.mp4
Arson,Data/Trimmed-Videos/Arson/Arson022_x264_2_56.mp4
Arson,Data/Trimmed-Videos/Arson/Arson022_x264_2_54.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse004_x264_1_17.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting012_x264_0_7.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_146.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting_5_1_5.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery035_x264_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary064_x264_1_20.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery098_x264_0_71.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary069_x264_0_25.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting041_x264_0_146.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting031_x264_0_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents093_x264_1_10.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting028_x264_1_1_1 (3).mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery061_x264_1_10.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_616.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting025_x264_1_10.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery028_x264_0_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_741.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary016_x264_0_32.mp4
Arson,Data/Trimmed-Videos/Arson/Arson019_x264_0_105.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery026_x264_1_22.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery062_x264_1_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery035_x264_0_7.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_273.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery120_x264_0_7.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting036_x264_1_18.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents012_x264_0_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents078_x264_1_61.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_734.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion010_x264_0_25.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery028_x264_0_20.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting012_x264_0_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary048_x264_0_5.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault030_x264_1_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting_2_1_14.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery026_x264_0_45.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_1210.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary053_x264_0_41.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary089_x264_1_1.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery073_x264_0_60.mp4
Assault,Data/Trimmed-Videos/Assault/Assault042_x264_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting050_x264_1_45.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting014_x264_0_45.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault011_x264_1_4.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_16.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery106_x264_0_1.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion038_x264_0_1.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_224.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary065_x264_0_22.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary039_x264_0_92.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting011_x264_1_81.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery085_x264_0_17.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_374.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse042_x264_1_299.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_276.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting031_x264_1_69.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary042_x264_0_8.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting003_x264_1_9.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting005_x264_0_7.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting006_x264_0_123.mp4
Arson,Data/Trimmed-Videos/Arson/Arson019_x264_0_140.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery114_x264_1_4.mp4
Arson,Data/Trimmed-Videos/Arson/Arson007_x264_0_8.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting004_x264_0_14.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery057_x264_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse039_x264_0_5.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting020_x264_0_14.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_318.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents073_x264_0_2.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery140_x264_0_5.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery065_x264_0_29.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion022_x264_0_3.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary075_x264_0_51.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting032_x264_1_36.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault008_x264_1_9.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_1116.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting014_x264_1_10.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary027_x264_0_29.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary010_x264_0_37.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse019_x264_0_28.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting003_x264_0_8.mp4
Arson,Data/Trimmed-Videos/Arson/Arson032_x264_0_14.mp4
Arson,Data/Trimmed-Videos/Arson/Arson042_x264_1_8.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary011_x264_0_8.mp4
Arson,Data/Trimmed-Videos/Arson/Arson025_x264_0_32.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion041_x264_0_38.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_184.mp4
Assault,Data/Trimmed-Videos/Assault/Assault006_x264_0_10.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting048_x264_0_17.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary019_x264_0_22.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting012_x264_0_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary_3_0_6.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting050_x264_0_50.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary_3_0_4.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery088_x264_0_13.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary020_x264_0_20.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion004_x264_0_2.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting048_x264_0_15.mp4
Arson,Data/Trimmed-Videos/Arson/Arson046_x264_0_11.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary071_x264_0_13.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse028_x264_1_3.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting004_x264_0_62.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting042_x264_0_5.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting015_x264_1_86.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting051_x264_0_58.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting047_x264_1_35.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting008_x264_1_5.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery096_x264_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson027_x264_0_13.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse020_x264_0_0.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse020_x264_0_15.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery105_x264_0_7.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault019_x264_1_11.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Arson019_x264_1_624.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary016_x264_0_57.mp4
Assault,Data/Trimmed-Videos/Assault/Assault029_x264_0_7.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary023_x264_0_146.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary089_x264_0_34.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery065_x264_0_10.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion033_x264_0_11.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting041_x264_0_130.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery062_x264_0_29.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion033_x264_0_19.mp4
Arson,Data/Trimmed-Videos/Arson/Arson028_x264_0_4.mp4
RoadAccidents,Data/Trimmed-Videos/RoadAccidents/RoadAccidents016_x264_0_2.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse015_x264_1_18.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary058_x264_0_3.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting047_x264_0_29.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting014_x264_0_10.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault049_x264_0_2.mp4
Arson,Data/Trimmed-Videos/Arson/Arson021_x264_0_1.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary049_x264_0_126.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery056_x264_0_17.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary038_x264_0_1.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery019_x264_0_55.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary079_x264_0_79.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery067_x264_1_15.mp4
Assault,Data/Trimmed-Videos/Assault/Assault016_x264_3_0.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary095_x264_0_259.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse018_x264_0_10.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Shooting022_x264_1_6.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting031_x264_1_7.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting017_x264_1_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Burglary_4_0_4.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery086_x264_1_10.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery006_x264_0_19.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery118_x264_0_5.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents148_x264_0_1.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery026_x264_0_9.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary010_x264_0_26.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery106_x264_1_5.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery055_x264_1_45.mp4
Arson,Data/Trimmed-Videos/Arson/Arson018_x264_0_6.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_670.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse039_x264_0_35.mp4
Assault,Data/Trimmed-Videos/Assault/Assault008_x264_1_47.mp4
Arson,Data/Trimmed-Videos/Arson/Arson052_x264_0_1.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting025_x264_0_9.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary064_x264_0_438.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion023_x264_0_10.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting029_x264_0_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Explosion046_x264_1_149.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary010_x264_0_38.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse039_x264_0_30.mp4
Assault,Data/Trimmed-Videos/Assault/Assault003_x264_0_29.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents077_x264_2_5.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Assault009_x264_2_1.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse033_x264_2_2.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting_6_0_12.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary052_x264_0_12.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting024_x264_0_48.mp4
Assault,Data/Trimmed-Videos/Assault/Assault007_x264_0_17.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents093_x264_1_18.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary025_x264_0_37.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting052_x264_0_2.mp4
Arson,Data/Trimmed-Videos/Arson/Arson016_x264_0_14.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_RoadAccidents126_x264_1_0.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary062_x264_0_99.mp4
Shooting,Data/Trimmed-Videos/Shooting/Shooting052_x264_0_1.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse027_x264_1_23.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery095_x264_0_9.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Fighting041_x264_0_131.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Robbery014_x264_1_18.mp4
Normal,Data/Trimmed-Videos/Normal/Normal_Abuse042_x264_0_95.mp4
Arson,Data/Trimmed-Videos/Arson/Arson007_x264_0_45.mp4
Abuse,Data/Trimmed-Videos/Abuse/Abuse011_x264_0_16.mp4
Explosion,Data/Trimmed-Videos/Explosion/Explosion046_x264_0_47.mp4
Fighting,Data/Trimmed-Videos/Fighting/Fighting004_x264_0_92.mp4
Robbery,Data/Trimmed-Videos/Robbery/Robbery146_x264_0_3.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary004_x264_0_12.mp4
Assault,Data/Trimmed-Videos/Assault/Assault006_x264_0_38.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary049_x264_0_119.mp4
Burglary,Data/Trimmed-Videos/Burglary/Burglary034_x264_0_7.mp4
